message,predicted,tags,inquiry,ALL_Categories
الاسعار ايه ,obj,price-,1,Price-Inquiry
المواعيد وسعر النبضه ولو ف عروض ,obj,price-datetime-,1,Mixed-Inquiries
ممكن افهم كل حاجه عن العرض ده والازاله نهائيه ولا موقته,obj,,0,Other
ممكن السعر لو سمحت وهل بيزيل الشعر نهائى من اول جلسة ولا على جلسات,obj,price-,1,Price-Inquiry
سعر البلص بكام وايه هي عروض البكدجات,obj,price-,1,Price-Inquiry
الأسعار كام من فضلك,obj,price-,1,Price-Inquiry
بكام سعر البصلة,obj,price-,1,Price-Inquiry
البلازما للشعر بكم  ,obj,price-,1,Price-Inquiry
الاسعار من فضلكم,obj,price-,1,Price-Inquiry
ممكن اعرف سعر النبضة والمواعيد,obj,price-datetime-,1,Mixed-Inquiries
المواعيد والعروض,obj,datetime-,1,Appointments-Inquiry
في فرع لكم بالتجمع بالقاهره الجديده ,obj,place-,1,Place-Inquiry
كل عام وانتم بخير وصحة وسعادة,pos,,0,Positive-Feedback
"كل عام وانتم بخير وسعاده
وكل الطاقم الطبي المحترم",pos,,0,Positive-Feedback
شغالين فى العيد,obj,,0,Other
كل سنه وانت طيب يا غالي,pos,,0,Positive-Feedback
" اهلا بحضرتك 
 ننصحك بزيارة دكتور في أقرب وقت لإجراء الفحوصات اللازمة وتشخيص الحالة و تحديد العلاج المناسب 
يمكنك الحجز في عيادة السكر من خلال توضيح بياناتك من خلال الرابط التالي علي ان يتم التواصل مع حضرتك في اقرب وقت لتحديد الموعد المناسب httpsbitly2TfD3L1

مستشفي أندلسية المعادي
4ج6 تقسيم اللاسلكي  المعادى الجديدة  القاهرة",obj,,0,Other
انا عندي عقدة فالغدة الدرقية حميدة ملعمل,obj,,0,Other
دكتور ايمان انا بحبك جدا وانت فعلا دكتور شاطر اوووي ربنا يحفظك يارب,pos,,0,Positive-Feedback
"اولا أنا عنديحميالبحرالمتوسط
وفقرات الرقبه والظهر وجيوب انفيه وفجاه بيحدث معي ضربات 
القلب سريعه ويحدث عرق ويحدث مثل غنقه كاني بموت
والأعصاب بحس اني افقدها
ورعشه ويحدث خمول وأنا وزني 
90كوالطول169170
وعملت كتير للغده يقول لا يوجد شيء ماذا افعل وأنا فقيرة 
ممكن اعرف بكام الكشف 
لاعمل حسابي 
ولكم جزيل الشكر",obj,price-,1,Price-Inquiry
شكرا لكم,pos,,0,Positive-Feedback
دكتورة إيمان فى أندلسية المعادى,pos,,0,Positive-Feedback
حبيبت الرحمن,obj,,0,Other
أنا عندي الغدة الدرقية جملانه وباخد دواء ثيروكسين ٧٥ ومظبوطه عندي بس مش عارفة اخس الكشف عندكم بكام,obj,price-,1,Price-Inquiry
لو الغدة فيها تدخم فى الرقبة والتحابيل مظبوة,obj,,0,Other
فيه علاج للتضخم مع أن إفرازها مظبوط,obj,,0,Other
بكام الكشف انا من اسكندرية والمواعيد لو سمحتوا لاني الغدة تعباني جدا,obj,price-datetime-,1,Mixed-Inquiries
تسلمي يادكتورة,pos,,0,Positive-Feedback
لو فية تورم فى الوجة والقدمين,obj,,0,Other
ممكن المعاد,obj,datetime-,1,Appointments-Inquiry
بخصوص دكتور الغدد عنكم مين ومواعيدة,obj,,0,Other
ممكن اعرف الحاله دي علاجها ايه وجزاكم الله خيرا,obj,,1,General-Inquiry / Consultation
انا زورى يوجعنى بقاله فتره ووجع ساعات فى صدرى مش عارفه عايزه اعرف اروح طبيب ايه صدر باطنه انف واذن وحنجره انا عندى سكر وسنى٦٠,obj,,1,General-Inquiry / Consultation
كام الكشف لو سمحت,obj,price-,1,Price-Inquiry
الكشف كام لو سمحت والمواعيد ورقم التليفون,obj,price-datetime-,1,Mixed-Inquiries
دكتور وليد ابو السعود بقى دى من افضل وامهر الدكاتره للاطفال فاهم جدا وكمان عنده خلفيه لأنه كان مسافر بره مصر,pos,,0,Positive-Feedback
"انا بشكر دكتور مدير عيادات أندلسية سموحة علي اهتمامه بمشكلتي وحلها بكل ذوق ورقي 
شابووووووووه لحضرتك",pos,,1,General-Inquiry / Consultation
ممكن المواعيد,obj,datetime-,1,Appointments-Inquiry
كام الكشف والمواعيد لو سمحت,obj,price-datetime-,1,Mixed-Inquiries
"ممكن اعرف سعر الولاده الطبيعي و القيصري و شامله ايه
و سعر كشف النسا و السونار",obj,price-,1,Price-Inquiry
كام الكشف والمواعيد ايه,obj,price-datetime-,1,Mixed-Inquiries
سعر الكشف والمواعيد من فضلك,obj,price-datetime-,1,Mixed-Inquiries
الدكتوره بتيجي في المستشفى انا بتابع معاها وفي تحاليل المفروض اعملها واجبهالها ممكن ااجل لحد ماموضوع الكورونا يهدا شويه كده ,obj,,0,Other
دكتوره جميله وشاطره جدا انا بتعالج معاها جزاكي الله خيرا,pos,,0,Positive-Feedback
تحليل الغده عندىt3085ريينج 080 200  833رينج 5101410وt4,obj,,0,Other
ماشاء الله عليكي دكتوره هبه ربنا يباركلك ويحفظك حبيبتي دكتوره ممتازه,pos,,0,Positive-Feedback
ربنا يشفينا جميعا ويزيح السكر من جسمنا يارب,obj,,0,Other
انا عايزاه مواعيد الدكاتره  الباطنه والسكر فى اندلسيه الشلالات,obj,datetime-,1,Appointments-Inquiry
بودي كوكي رودي,obj,,0,Other
"ابنى 9 سنوات متشخص سكر نوع أول
ممكن اعرف نظام الكحك هيبقى ازاى معاه",obj,,1,General-Inquiry / Consultation
اول ماباكول اي حاجه حلوه بيحصلي هبوط وحللت سكر طلع تمام معرفش ايه السبب والضغط طالع تمام,obj,,1,General-Inquiry / Consultation
جمال نصر الدين,obj,,0,Other
انا عندى 75 وصيامة وباخذ انسولين 10 وفى السحو 10 وبعد ما التسحر يجليه هبوط جامد وبفطر مش عارفة اعمل اية هى والداتى,obj,,1,General-Inquiry / Consultation
"بعد الفطار بكون كويسه الحمدلله
بس عند البدء في صلاه العشاء والتراويح  بحس بهبوط ودوخه وده اكرر معايا اكتر من اسبوع   
كنت بأخد زيتون وجبنه تركي بعدها  يعني بتحسن بس كان بيكرر وقست الضغط في المنزل كان واطي وبعد يومين قست الضغط في الصيدليه قالي الضغط كويس  وقالي اكل حلويات   كنت اخد حلويات بعد الصلاه او بينها بقيت كويسه الحمدلله
ممكن اعرف حضرتك تنصحيني اعمل ايه  اوان حضرتكومحتاجه تحاليل اعملها    وجزاك الله خير",obj,,1,General-Inquiry / Consultation
شكرا لذوقك ,pos,,0,Positive-Feedback
شكرا جزيلا لحضرتك ,pos,,0,Positive-Feedback
بنتى الغده متضخمه و مع ذلك تحليل t3t4  مفيش مشكلة بعد علاج بالاقرص التر وكسين,obj,,0,Other
منورة يادكتورة هبه,pos,,0,Positive-Feedback
منورة دكتورة جميلة ,pos,,0,Positive-Feedback
أم نور فتيحه,obj,,0,Other
هل علاج الغدة الدرقية لها تأثير كبير فى نقص الوزن ,obj,,1,General-Inquiry / Consultation
مواعيد عيادة حضرتك أمتي  فى أندلسية المعادي,obj,datetime-,1,Appointments-Inquiry
سكري التراكمي ٩ ممكن اكل كعك,obj,,0,Other
انا بخت انسولين ٣٠ ٢٠ وعلي كد السكر عالي قبل الافطار اقيس السكر  ٢٠٠ وانا اكل طبعي وشكرا,obj,,0,Other
"دكتور محمد يونس احسن دكتور اتعملت  مع في حياتي
علميا وانسانيا انسان محترم جدا وشاطر  ربنا يحفظه يارب ",pos,,0,Positive-Feedback
تحيا الجيش الابيض,obj,,0,Other
الله يحفظكك يادكتور  محمد يونس,pos,,0,Positive-Feedback
ممكن المواعيد للحجز,obj,datetime-,1,Appointments-Inquiry
أنا عندي سؤال هي البخاخه مفطره,obj,,0,Other
ربنا يبارك فيكي على المعلومه دي,pos,,0,Positive-Feedback
جزاكم الله خيرا,pos,,0,Positive-Feedback
يا جماعه انا محتاج رقم تليفون اتواصل بيه لو سمحتم مع المستشفى ضرووي,obj,,1,General-Inquiry / Consultation
هي المستشفي فيها تخصص صدري,obj,,0,Other
كلام الله صومو تصحو,obj,,0,Other
غصب عننا على الصيام ددة رخصة من الله بالذات امراض الكلى عند الغسل لايوجد مياة او سائل فى الجسم نتيجة سحب المياة المتراكمة فى الجسم يوم ويوم الحمد للة وربنا يشفى كل مريض يارب,obj,,0,Other
"حضرتك أنا في رمضان السكر عندي مظبوط على خلاف الايام العاديه
فيه سوال يادكتور قدمى لسه زى ماهية شطه والم فظيع  ملحوظه بعد ما وقفوا دواء لاريكا وماخذتش حاجه بديلة",obj,,0,Other
لو واحد عنده سكر اولى وبياخد انسولين وقيمة السكر بقت مظبوطه هل ينفع نستغنى عن الانسولين ببرشام مع ان سن المريض٢٦,obj,,1,General-Inquiry / Consultation
دكتورة محترمة ,pos,,0,Positive-Feedback
عندى نقص غده وباحد جرعه ٥٠ والان عندى روماتويد وباخد بس ارث فرى وبجيلى حرقان وشكشكه كده ساعات فى الرجل واليد من فتره لاخرى بقالى ١٠ ايام باخد ميلجا حبه بعد الفطار هل الغده تعمل كده مثلا يكون التهاب اعصاب وايه الحل,obj,,1,General-Inquiry / Consultation
لا والله مش بادوقه,obj,,0,Other
هل سكر ستيفيا او غيره بدائل السكر لها ضرر,obj,,1,General-Inquiry / Consultation
Nadia El Saadawy اتفرجى على ده يا ماما,obj,,0,Other
محتاجين نعرف ما هو رقم زيادة السكر وما هي الاسبابوكيفية الوقايه للمريض والشخص السليم,obj,,1,General-Inquiry / Consultation
دى استاذه ماشاء الله عليها من كلمه تعرف عندك ايه وايه علاجك,obj,,1,General-Inquiry / Consultation
انا عملت تحليل سكر اللى بجهاز بعد الفطا ر بساعه طلع ١٩٠ وانا مش باخد اى علاج افيدونى,obj,,0,Other
بصراحة احلى دكتورة واسلوبها راقى,pos,,0,Positive-Feedback
سكري قبل الفطار ١٧٠ وبعد الفطار ٢٥٠  باخد جلوكوفاج اكس ار حبتين,obj,,0,Other
اتفرج عليه بس باحرم نفسي ومع ذلك اتعاطي دياميكرون ١٢٠ واوليبتينا,obj,,0,Other
لو سمحت دكتور مجدي علام مواعيده ايه,obj,datetime-,1,Appointments-Inquiry
هو التهاب الاعصاب الطرفية ده مالوش علاج نهائيرغم ان السكر منخفض تماما والفاطرنهائي لايزيد عن 180الي200 وصايم من 60الي 90مع الاحاطة بأني مستمر مع الميلجا والنيروفيت و حقن ب12 كل اسبوع,obj,,0,Other
سكري ١٨٧صايم ٣٥٠فاطر باخذ جلوكوفنس حبيتين اعمل ايه,obj,,1,General-Inquiry / Consultation
انا عندى سكر وضغط الدهون عالى ٢٢٥ والكلستيروك عالى برضة ارجو النصيحة لكى جزيك الشكر ارجو نقوليلى افطر اية مش عارفة انكا الغداء عارفاة الف الف شكر جزاكى الله خير,obj,,1,General-Inquiry / Consultation
يوجد عندكو عمليات جراحيه مثل استاصل المراره,obj,,0,Other
ازاي اعرف مريض الضغط اذا كان مزمن او عرضي,obj,,1,General-Inquiry / Consultation
يعني حضرتك بلاش اكل الكحك والبسكويت,obj,,0,Other
انا سكري الفاطر 200 والصايم 120 وعندي قلم شديد في الحنجرة اعمل اي يادكتورة,obj,,0,Other
عايزة احجز واعرف المواعيد ضروري,obj,datetime-,1,Appointments-Inquiry
والمواعيد ايه,obj,datetime-,1,Appointments-Inquiry
رقم الموبيل لو سمحت,obj,,1,General-Inquiry / Consultation
عندي دوالي الساقين ماثره علي الركبه  والوجع صعب اعمل ايه,obj,,1,General-Inquiry / Consultation
لوسمحت سعر الكشف وعمليه دوالي الساقين بكام والمواعيد,obj,price-datetime-,1,Mixed-Inquiries
دكتور محمد بتوفيق كل عام وانت بخير,pos,,0,Positive-Feedback
كل سنه وحضرتك طيب يا دكتور محمد ربنا يحفظك ويبارك فيك,pos,,0,Positive-Feedback
كل سنه وانت طيب يادكتور محمد وربنا يبارك في حضرتك,pos,,0,Positive-Feedback
بارك الله فيك د محمد يونس,pos,,0,Positive-Feedback
منور و موفق بإذن الله يا بروف ,pos,,0,Positive-Feedback
لوسمحت يادكتور فىحاله اصيبت بكرونا الحاله ضغط وعامله دعامه وهى فى فتره تعافى بس عندها الم فى الصدر  ينفع تاخذ بلافكس,obj,,1,General-Inquiry / Consultation
موفق ان شاء الله يا دكتور محمد,pos,,0,Positive-Feedback
منور الدنيا كلها يا دكتور محمد يونس والله العظيم من افضل الاطباء في مصر ربنا يوفقكم,pos,,0,Positive-Feedback
منور يادكتور ربنا يكرمك ويوسع عليك ويزيدك من  علمه  يامشرفنا,pos,,0,Positive-Feedback
ربنا يزيدك يا دكتور ,pos,,0,Positive-Feedback
بالتوفيق دائما ربنا يجعله في ميزان حسناتك,pos,,0,Positive-Feedback
الله يوفقك في حياتك أن شاء الله,pos,,0,Positive-Feedback
ربنا يستر ويعديها على خير يارب,pos,datetime-,1,Appointments-Inquiry
دكتورنا الجميل متعك الله بالصحة والعافية والف شكر,pos,,0,Positive-Feedback
الدكتور المحترم الخلوق,pos,,0,Positive-Feedback
"دمحمد يونس
انعم به واكرم يا رب",pos,,0,Positive-Feedback
من افضل الدكاترة دكتور يونس,pos,,0,Positive-Feedback
بالتوفيق,pos,,0,Positive-Feedback
جزاك الله خيرا يا دكتور,pos,,0,Positive-Feedback
السلام عليكم ازي حضرتك انا بعني من تليف في الرئه من ٦سنوات وحصل من شهر اني فقد حست الشم والتذوق وعلي طول ارتفاع ضغط وضيق في النفس بس ممكن من الجو,obj,,0,Other
ممكن اعرف مواعيد دكتور محمد فى المستشفى فرع سموحة اسكندرية,obj,datetime-place-,1,Mixed-Inquiries
الكورتيزون ممكن يأثر علي الكلي  ولو بتأثرايه اكثر مدة امنه للكوتيزون حتي لا تؤثر علي الكلي,obj,,0,Other
هل الشعور المفاجيء لدخول الحمام دليل علي امراض الكلي ,obj,,1,General-Inquiry / Consultation
دكتور احمد الغياتي من الدكاتره المحترمين اصحاب العلم  ربنا يوفقك ,pos,,0,Positive-Feedback
هل شرب العصير بيغني عن شرب المياة  ,obj,,1,General-Inquiry / Consultation
امتي الحالة تحتاج تفتيت جراحي او ليزر وانهي افضل بالظبط ,obj,,0,Other
لو ف صديد والتهابات ف المثانه تأخر الحمل وكيفية العلاج منها,obj,,0,Other
ممكن تحاليل لمعرفه لو في مشكلة او خصوات او لا,obj,,1,General-Inquiry / Consultation
ماهي الاجراءات الوقائية للاصابة بالتهابات المسالك البولية,obj,,0,Other
هل الحصوات الصغيرة يجب عمل منظار و لا ممكن تتفتت بالادوية ,obj,,1,General-Inquiry / Consultation
لوسمحت يا دكتور هو المعدل الطبيعى لشرب المياه قد ايه  وايه انسب وقت لشرب المياه  وهل العصاير ممكن تغنى عن شرب المياه,obj,,1,General-Inquiry / Consultation
هل فيه اجسام معينه بتكون حصوات,obj,,1,General-Inquiry / Consultation
ماهي اسباب الالتهاب في القولون والمثانة,obj,,0,Other
ما هي ظهور علامات خروج الحصوات من الكلى و طرق الوقايه و العلاج بدون اللجوء للجراحه,obj,,0,Other
ايه هي الاعراض اللي تخليني اشك اني عندي مشكلة في الكلي ,obj,,1,General-Inquiry / Consultation
هل انواع الاكل لي علاقه بالحصاوات ,obj,,1,General-Inquiry / Consultation
ازاى اعرف ان عندى املاح,obj,,1,General-Inquiry / Consultation
طيب لو فيه حاله بتاخد مسكنات لمشاكل في العظام  يعني ايه المعدل اللي ميخليش ليه تأثير خطير علي الكلي بما ان المسكنات بتضر الكلي اغلب الوقت ,obj,,1,General-Inquiry / Consultation
دكتور ممتاز جدا الله ينور عليك يادكتور,pos,,0,Positive-Feedback
دكتور حمزه اكتر من ممتاز,pos,,0,Positive-Feedback
"مساء الخير عليكم عندى سؤال 
هو حضراتكم بتستقبلوا حالات كورونا للعلاج عندكن",obj,,0,Other
جراحة استئصال الغده الدرقيه ضمن تخصص الدكتور أشرف حمزة,obj,,0,Other
أحمد رماده,obj,,0,Other
ممكن اعرف موعد الكشف,obj,,1,General-Inquiry / Consultation
منفوخا رقبتي,obj,,0,Other
جزاكم الله كل خير وربنا يشفى كل مريض,pos,,0,Positive-Feedback
لوسمحت دكتور باطنه موجود الساعه كام والايام بعد اذنك,obj,price-,1,Price-Inquiry
مواعيد  حضرتك  والمكان  فين,obj,datetime-,1,Appointments-Inquiry
واللى عنده مشكلة فى الغدة الدرقية يحجز دكتور ايه,obj,,1,General-Inquiry / Consultation
بكام الكشف لو سمحت,obj,price-,1,Price-Inquiry
هل  وجود   كيس  تحت  الاذن   و يسبب  الم   يعتبر  سرطان  ,obj,,1,General-Inquiry / Consultation
من فضلك ممكن مواعيد الدكتور للحجز ٠١٢٠٧١٢٩٠٦٩,obj,datetime-,1,Appointments-Inquiry
ممكن مواعيد الدكتور في فرع سموحة ,obj,datetime-place-,1,Mixed-Inquiries
انا من العماريه اسكندريه عوز دكتور كويس امراض جلديه,obj,,0,Other
عملية المياه البيضاء تتكلف كام فى عين واحدة,obj,price-,1,Price-Inquiry
أنا كان سكري 480 فاطر و260 صايم اخدت حبوب جليبتو بلاس 1000 حللت سكر نزل ل 160 فاطر و130صابم هل ممكن اخد نوع حبوب أقل ولا ده كوبس,obj,,1,General-Inquiry / Consultation
السكر بوز كل حاجة انا بخد نوعين أنسولين اعمل اة,obj,,0,Other
ممكن معرفة تمن كشف المخ واعصاب,obj,,1,General-Inquiry / Consultation
دكتوره اميره من احسن  الدكاترة   حقيقي ممتازة جدا,pos,,0,Positive-Feedback
من احسن واشطر دكاترة ربنا يكرمه ويبارك فيها,pos,,0,Positive-Feedback
"أحسن وأشطر دكتورة أطفال والله 
ربنا يباركلها ",pos,,0,Positive-Feedback
"من افضل وأجدع وأنبل الدكاترة 
دكتورة عسليه جداا 
ما شاء الله عليها",pos,,0,Positive-Feedback
أفضل دكتورة أطفال ومريحة جدا فى التعامل ,pos,,0,Positive-Feedback
اشطر دكتورة أطفال ,pos,,0,Positive-Feedback
دكتوره شاطره جدا وزوق,pos,,0,Positive-Feedback
"من احسن دكاترة الاطفال 
ومن احسن الدكاترة في التعاون في صالح المريض",pos,,0,Positive-Feedback
دى قمرررررر,obj,,0,Other
ربنا يجزيها خير,pos,,0,Positive-Feedback
من احسن و اشطر الدكاترة المحترمين اللي دايما لما بحتاجها الاقيها,pos,,0,Positive-Feedback
مواعيد الدكتورة,obj,datetime-,1,Appointments-Inquiry
هل يوجد ولاده قيصري,obj,,1,General-Inquiry / Consultation
انا بولد وعند اولادي مشكلة صفرا اختلاف فصائل وانا هولد قريب ازاي اتعامل معاها من اول يوم,obj,,0,Other
اشطر دكتوره ف الدنيا ,pos,,0,Positive-Feedback
إباء أبالحسن إيبو الدكتوره دي شبهك جدااا,obj,,0,Other
لست وحدى فالله معى ,obj,,0,Other
"لوسمحت تكلفه رسم قلب بمجهود
وهل متاحة ف عيادات انطونيادس ولا شلالات",obj,price-,1,Price-Inquiry
الموعيد ايه,obj,,1,General-Inquiry / Consultation
فين فرع القاهرة,obj,place-,1,Place-Inquiry
Mohamed Eldawly شوف دا  لو كدا نروحه ,obj,,0,Other
دكتور انا عملت ٣عمليات دوالى الساقين وبترجع تانى واخيرا بعد عمل الأشعه قال لي الدكتور مينفعش اى تدخل جراحى خلاص وانا مواظب على الدفلون للعلم انا عمرى ٦٠ عام,obj,,0,Other
دكتور لو سمحت عنوان المستشفى أو العيادة,obj,place-,1,Place-Inquiry
Nour Alhudaشوفى كده,obj,,0,Other
ممكن عارف رسم قلب بمجهود,obj,,1,General-Inquiry / Consultation
فيه لتعاقدالشركات,neg,,0,Negative-Feedback
بكام الكشف اسكندرية,obj,price-,1,Price-Inquiry
"الكشف بكام اسكندرية
والعنوان",obj,price-place-,1,Mixed-Inquiries
هل نقابة المحامين متعاقدة,obj,,1,General-Inquiry / Consultation
متاح لشركة next care,obj,,0,Other
الكشف بكم,obj,price-,1,Price-Inquiry
ممكن اسم الدكتور او الدكتوره,obj,,0,Other
في تحليل للكورونا وكشف في اشتباه كورونا ,obj,,0,Other
شركه ترايستار,obj,,0,Other
عايزه اعرف الدكاتره الموجودين ف الاسكندريه,obj,,1,General-Inquiry / Consultation
بكام 4d,obj,price-,1,Price-Inquiry
ممكن اعرف المكان و التكلفه في الاسكندريه,obj,price-,1,Price-Inquiry
بكام ال 4d,obj,price-,1,Price-Inquiry
بكام الكشف بالسونار,obj,price-,1,Price-Inquiry
ممكن اعرف تكلفه 3 d,obj,price-,1,Price-Inquiry
لو سمحتم انا عايزه اعمل تحليل باثولوجي وعايزه حد يسحبلي عينه هل ده موجود  ,obj,,1,General-Inquiry / Consultation
"بكام الاشاعه 4d 
فرع اسكندريه  الازاريطه",obj,price-place-,1,Mixed-Inquiries
بكام ف الاسكندريه,obj,price-,1,Price-Inquiry
ممكن اعرف السعر في أندلسية سموحه او عيادات انطاونيدس ولزم الحجز قبلها لفتره وايه انسب معاد للاشعه في اي شهر ,obj,price-datetime-,1,Mixed-Inquiries
ممكن السعر ف اسكندرية,obj,price-,1,Price-Inquiry
بكام الأشعة 4d في فرع الشلالات اسكندرية,obj,price-place-,1,Mixed-Inquiries
بكام 4D,obj,price-,1,Price-Inquiry
ال4d فى اسكندريه بكام,obj,price-,1,Price-Inquiry
ممكن اعرف التكلفه الدكتور طلبه مني,obj,price-,1,Price-Inquiry
طب فية كشف نساء عادى المواعيد وسعر الكشف ضروري,obj,price-datetime-,1,Mixed-Inquiries
الكشف الكم و لو عايزه اشيل الجهاز بكم,obj,price-,1,Price-Inquiry
4d بكام فاسكندريه,obj,price-,1,Price-Inquiry
ممكن اعرف تكلفة الكشف العادي و 4d والولادة القيصري,obj,price-,1,Price-Inquiry
بكام 4G الاسكندريه,obj,price-,1,Price-Inquiry
"ممكن أعرف تكاليف عمليات الولادة كام 
فرع المعادي ",obj,price-place-,1,Mixed-Inquiries
كام تكلفة الولادة القيصريه في الإسكندرية,obj,price-,1,Price-Inquiry
كام 4d الإسكندرية,obj,price-,1,Price-Inquiry
في نظام غذائى مثالى فى رمضان بدون تمر ,obj,,0,Other
انا بخدة على الريق اول الاذان وانتظر ٣٠ دقيقة ثم افطر كدة صح لالجرعة٥٠مجم من الالتروكسين,obj,,0,Other
ممكن مواعيد استشاري صدرية فرع محطة الرمل  لو سمحت,obj,datetime-place-,1,Mixed-Inquiries
 أم ميار وريتال,obj,,0,Other
مش فهمه ايه التحليل ده عشان ايه,obj,,1,General-Inquiry / Consultation
ممكن اعرف الكشف بكام,obj,price-,1,Price-Inquiry
الشكر والحمد لله الاول ثمى الشكرلكى على وصف العلاج الصحيح لمرضاكى انتى فخر مستشفى الشلالات رمضان عبد المجيد,pos,,0,Positive-Feedback
الدكتورة مرقت ربنا يبارك في حضرتك من أفضل الدكاترة الموجودة في السلامة في مجال المخ والأعصاب,pos,,0,Positive-Feedback
الخلاصة ربنا يبارك فيكي يا دكتورة ,pos,,0,Positive-Feedback
ربنا يزيدك من واسع فضله و يبارك فيك حضرتك انسانه جميله جدا محبه للخير  زادك من فضله العظيم,pos,,0,Positive-Feedback
رائعه  بالتوفيق إن شاء الله,pos,,0,Positive-Feedback
ما شاء الله عليكي ربنا يبارك فيكي,pos,,0,Positive-Feedback
ما شاء الله منورة الدنيا يا دكتور ,pos,,0,Positive-Feedback
ربنا يذيدك من العلم والفضل,obj,,0,Other
شكرا يادكتور وجزاكي الله خيرا وزادك علما ,pos,,0,Positive-Feedback
منوره يادكتوره ميرفت ياقمر ,pos,,0,Positive-Feedback
الحمد لله وشكرا جزيلا لحضرتك على النصائح المهمة لكل إنسان فى هذا الوقت العصيب باذن الله بكرة احسن,pos,,0,Positive-Feedback
لو سمحتم عاوز احجز مع دكتور هيثم بدران ممكن المواعيد وسعر الكشف,obj,price-datetime-,1,Mixed-Inquiries
ماجده الاشقر,neg,,0,Negative-Feedback
عنوان فرع سموحه فين,obj,place-,1,Place-Inquiry
متاح كشف أطفال وتحاليل في البيت بكارنيه اليكو,obj,,0,Other
هل متاح حشو اسنان فى المنزل,obj,,1,General-Inquiry / Consultation
دكتور محترم جدا وأخلاق ومخلص لعمله ربنا يكرمه ويوفقة,pos,,0,Positive-Feedback
الكشف بكام والمواعيد من الساعه كام وايام ايه,obj,price-datetime-,1,Mixed-Inquiries
ممكن رقم المستشفى,obj,,0,Other
محتاجه اكلم الدكتور,obj,,0,Other
"ممكن اعرف كل مواعيد دكتور محمد زيتون في رمضان 
اندلسية الشلالات واندلسية سموحة",obj,datetime-,1,Appointments-Inquiry
كشف كام استشارى أنف واذن وحنجره,obj,price-,1,Price-Inquiry
دكتور مين موجود فرع اسكندرية,obj,place-,1,Place-Inquiry
ممكن اعرف مين دكتور المعالج للصداع النصفي,obj,,1,General-Inquiry / Consultation
فاطمة نشأت,obj,,0,Other
حجز للدكتور بعد رمضان لعلاج الصداع النصفي وكام التكلفه الاسكندريه,obj,price-,1,Price-Inquiry
كل سنه وانتم بخير يارب,pos,,0,Positive-Feedback
كل سنه وانتم طيبين جميعا,pos,,0,Positive-Feedback
كل سنة وانتم طيبين جميعا,pos,,0,Positive-Feedback
كل عام وانتم بخير جميعا,obj,,0,Other
كل عام وانت بخير,obj,,0,Other
كل سنه وانتم طيبين جميعااا,pos,,0,Positive-Feedback
كل سنه وجميع العاملين فى المستشفى بخير وسعاده تشرفنا,pos,,0,Positive-Feedback
كل سنة وانت طيب ياحبيبى رمضان كريم,obj,,0,Other
كل عام وانتم بخير الصحه جيده تحياتي,pos,,0,Positive-Feedback
كل سنه ومجموعتنا بخير وبركه,pos,,0,Positive-Feedback
كل سنه وانتم طيبين وبخير وسعادة,pos,,0,Positive-Feedback
هو د مصطفي  العسكرى مخ واعصاب,obj,,0,Other
دكتور مخ واعصاب,obj,,0,Other
دكتور جهاز هضمي,obj,,0,Other
سعر الكشف لو سمحت,obj,price-,1,Price-Inquiry
الكشف كام وتركيب السنه كام,obj,price-,1,Price-Inquiry
يوجد في المستشفى كشف غدة درقية,obj,,0,Other
ممكن حد يقولى اوصل ازاى بدكتور محمد يونس,obj,,0,Other
"منور الدنيا دكتورنا العظيم
وفقكم الله تعالي وسدد خطاكم",pos,,0,Positive-Feedback
ماهو سعر جلسات  العلاج الطبيعي  فى المنزل  لحالات الغضروف,obj,price-,1,Price-Inquiry
اقدر احجز ازاي,obj,,0,Other
طيب نكلم حاضرتك ازاي مفيش فون نعرف التفصيل والجلسه بكام ولو عندي قطع جزاء لزم عمليه ولا ممكن يتعلج من غير عمليه بس انا بلعب كوره,obj,price-,1,Price-Inquiry
كام لو سمحت سعر الجلسه لمريض شلل نصفي,obj,price-,1,Price-Inquiry
سعر الجلسة كام لو انا مشترك فيblak ocean,obj,price-,1,Price-Inquiry
كتفي بيألمني ليه سنة  هل يوجد حل,obj,,1,General-Inquiry / Consultation
سعر جلسات على الفقرات القطنية والصدرية,obj,price-,1,Price-Inquiry
Mohamed Mohsen كده خلاص عشان مفيش اعراض,obj,,0,Other
لو سمحت عندكم دكتور أخصائي سكر,obj,,1,General-Inquiry / Consultation
العيادات شغالة ,obj,,0,Other
منور يا دكتور محمد,pos,,0,Positive-Feedback
ربنا يجعله فى ميزان حسناتك,pos,,0,Positive-Feedback
"ممكن اعرف مواعيد حضرتك
وسعر الكشف",obj,price-datetime-,1,Mixed-Inquiries
يا تري اسعار الكشف والعمليات اتغيرت زي مواعيد العمل أتمني حرصا منكم في هذه الظروف الصعبه,obj,price-datetime-,1,Mixed-Inquiries
"اللهم
ارفع عنا البلاء والوباء",obj,,0,Other
بتروحوا اي مكان  وهل ينفع لتامين اكسا ,obj,,0,Other
ممكن اعرف سعر السونار المنزلي ,obj,price-,1,Price-Inquiry
تحيل سكر وغده بكام في البيت فرع اسكندريه العصافره,obj,price-place-,1,Mixed-Inquiries
ممكن اعرف صورة دم كاملة وتحليل وظائف كلى وكبدوبول بكام,obj,price-,1,Price-Inquiry
عايز ه احجز دور,obj,,0,Other
عاوز احجز  رقم للدكتور محمدابو غزاله,obj,,0,Other
